date,open_ret,high_ret,low_ret,close_ret,volume_ret,range_ret,vol_ratio,target_return
2023-03-18,0.0,0.011791504517853041,-0.020277132308078413,-0.01655973574552586,-0.7630168605204313,0.03206863682593132,0.846421051913669,0.4448761431241064
2023-03-19,0.0,0.4572840087767272,-0.0018569168062922987,0.4448761431241064,0.6997045811061043,0.45914092558301944,1.1634122818950252,1.8616899571901064
2023-03-20,0.0,2.0163288410691176,-1.7929492117798047,1.8616899571901064,3.7822566915277145,3.8092780528489225,4.450870685563788,0.6688783448033974
2023-03-21,0.00036951782131089297,0.9130145642127228,-1.086946328695059,0.6688783448033974,0.6568511935152646,1.999960892907782,2.2095855589859967,-0.9807819981156416
2023-03-22,-4.734529759408626e-05,-4.734529759408626e-05,-1.7362907236965501,-0.9807819981156416,-0.475621665024015,1.736243378398956,0.6963806120551159,-0.497203399878621
2023-03-23,0.0,0.7397533168275277,-0.8418852659517579,-0.497203399878621,0.32419382273821445,1.5816385827792856,0.6889899154964206,-0.9181601238106781
2023-03-24,0.0,0.055496937040069694,-1.0502075879077601,-0.9181601238106781,-2.5438940777919994,1.10570452494783,-2.1882446960794018,-0.1536310603705254
2023-03-25,0.0,0.13541372991380932,-0.33886596993455986,-0.1536310603705254,-2.02063369525125,0.47427969984836915,-4.227211222466748,0.018018502982831912
2023-03-26,0.0,0.02276914186673013,-0.4045564232510696,0.018018502982831912,-0.7646061445420903,0.42732556511779973,-4.810134680191364,-0.21278077142246418
2023-03-27,0.0,0.0011897771991302877,-0.23136172778607006,-0.21278077142246418,0.5108256237659907,0.2325515049852005,-3.806020308307294,0.0044085638459783515
2023-03-28,0.0,0.010256493169194612,-0.01708169432518448,0.0044085638459783515,-1.3217558399823195,0.02733818749437904,-4.627665263815462,0.038825829565559834
2023-03-29,0.0,0.046553359176261876,0.0,0.038825829565559834,-1.2321436812926323,0.046553359176261876,-3.499964781850338,0.3252265313074955
2023-03-30,0.0,0.6008648343978359,-0.0028247999037141957,0.3252265313074955,3.587479339672207,0.6036896343015502,1.469504133990128,0.2670945869414962
2023-03-31,0.0,0.5448799471651338,-0.00306125015377554,0.2670945869414962,-0.5775624311262595,0.5479411973189093,0.5061417744535643,-0.002342853793509578
2023-04-06,0.0,0.0,-0.23761977022630007,-0.22776739879065003,-1.5926307941177191,0.23761977022630004,0.01680711831638119,-0.004466320917851968
2023-04-07,0.0,0.0026701452736537235,-0.00895267938592272,-0.004466320917851968,-2.0794415416798357,0.011622824659576455,-2.2477768564990503,0.000894861450915484
2023-04-18,0.0,0.033410739990775866,-0.007959104324718918,0.03231484115142579,2.2809235962128662,0.04136984431549489,2.9740707767728116,-0.05291049207054938
2023-04-23,0.0,0.5002307633985773,-0.014475564237897327,0.27926350804792544,0.9267620317414504,0.5147063276364746,0.43078291609245434,-0.0027211108018540837
2023-05-01,0.0,0.24319155970813933,-0.04896079206801444,-0.04181791965220023,0.5596157879354227,0.29215235177615373,-0.8013607652001781,0.01996537833547641
2023-05-06,0.0,0.008988827654892038,-1.1307251510410319,-1.1202902952277256,1.8325814637483102,1.139713978695924,2.4304184645039304,-0.013937513143913095
2023-06-03,0.0,0.0018331949699811015,-0.00921672531810131,-0.005519835196050259,-0.8754687373538999,0.011049920288082547,0.7339691750802005,0.40546514390631916
2023-06-04,0.0,0.41647437088351635,-0.0036968901220511465,0.40546514390631916,-0.5108256237659907,0.4201712610055675,-0.12516314295400605,-0.4546244256525532
2023-06-05,0.0,0.001229265778067865,-0.46632044152751256,-0.4546244256525532,1.6094379124341003,0.4675497073055803,1.3217558399823195,0.052842555195602284
2023-06-22,0.0,0.09703587368564913,-0.4397240641282232,-0.39772312490929196,-0.023857990453894064,0.5367599378138724,1.5855799219802065,0.24299658642491104
2023-06-23,0.0,0.4931903589345967,-0.2936984165102686,0.24299658642491104,0.1561607307552825,0.7868887754448652,1.0604513186263271,0.08313960477581776
2023-06-24,0.0,0.12314503255898544,-0.024491028737059987,0.08313960477581776,-0.2940130288494214,0.14763606129604534,0.3105749199101812,0.005550472970143371
2023-06-25,-0.0018569168063851747,0.2741399879140498,-0.00931969473826785,0.005550472970143371,-0.32134474209423647,0.28345968265231763,-0.25202189205289666,0.07463503140778227
2023-06-26,0.0,0.07634580925991799,-0.27667280967655045,0.07463503140778227,1.3522829857111902,0.3530186189364685,0.9557750712070427,0.514585618206177
2023-06-27,0.0,0.5537276578672781,-0.0034305611274633224,0.514585618206177,0.4764695008000225,0.5571582189947414,1.1682995919367736,-0.12175712313944896
2023-06-28,0.0,0.05767003109187025,-0.12639216096990802,-0.12175712313944896,-1.0935102367842142,0.18406219206177823,-0.317092638701355,-0.22894067936620013
2023-06-29,0.0,0.008059911266541783,-0.2347715591065611,-0.22894067936620013,-0.7676075342290303,0.24283147037310307,-1.1010216644914224,-0.02204350502013799
2023-06-30,0.0,0.032883592583908466,-0.06764410343264986,-0.02204350502013799,0.5444639829148205,0.10052769601655852,-0.5279304076992303,-0.07559499925320397
2023-07-01,0.03360433131108126,0.03360433131108126,-0.07880520589708688,-0.07559499925320397,-0.9287728910556731,0.11240953720816814,-1.5028958079390855,-0.05772414512456963
2023-07-02,0.0,0.01273903050056765,-0.09402888395701135,-0.05772414512456963,0.34745381575169826,0.10676791445757881,-0.9115011229915909,-0.07580716754436735
2023-07-03,-0.0016992486942813809,0.021831232600693445,-0.07947692426103037,-0.07580716754436735,0.2987131558840546,0.10130815686172381,-0.004042451184573774,-0.0920189269776214
2023-07-04,0.0,0.021739940783750304,-0.10008354833169826,-0.0920189269776214,-0.6175935991916968,0.12182348911544852,-0.4810921583844043,-0.03473283340593288
2023-07-05,0.0,0.007999987252471408,-0.045182268220392306,-0.03473283340593288,-0.09860197680453958,0.05318225547286364,-0.5254334341850664,-0.19193098972323988
2023-07-06,0.0,0.0041494151156693145,-0.19193098972323988,-0.19193098972323988,-0.15070240054834239,0.1960804048389093,-0.44946277772186166,0.03708706367995292
2023-07-07,0.0025157437532370755,0.07050310636676306,-0.049042083322347864,0.03708706367995292,0.5263668809772025,0.11954518968911092,0.1089255818223225,-0.044672419253858175
2023-07-08,0.0,0.01923136865557848,-0.06778002093314242,-0.044672419253858175,-0.3056358760683767,0.0870113895887208,-0.18714084322990346,-0.19869863661634793
2023-07-09,0.0,0.017610505666689487,-0.2017993476952462,-0.19869863661634793,-1.461517782357478,0.2194098533619357,-1.4853852637641216,0.05715849893901994
2023-07-10,0.0,0.0888158074791619,-0.018750510688458875,0.05715849893901994,0.4328640822962789,0.10756631816762059,-0.8833207126365852,0.031657308540141704
2023-07-11,0.0,0.13133596409392176,-0.002928281989675692,0.031657308540141704,-0.2610138253696196,0.13426424608359738,-1.0016633399145682,-0.3173919742837709
2023-07-12,0.0,0.0028287954133053967,-0.3212906443376573,-0.3173919742837709,0.01739174271186924,0.32411943975096275,-0.832909122935104,0.3910951728914556
2023-07-13,0.0,0.5557171341226076,-0.015686601091205645,0.3910951728914556,1.688949975361834,0.5714037352138132,1.2630063359101291,0.16238730642574475
2023-07-14,0.0,0.39310830699253824,-0.010582112589531699,0.16238730642574475,0.2884779340138844,0.40369041958206997,1.3355740232033235,-0.18366471146137414
2023-07-15,0.0,0.0,-0.19447563096704473,-0.18366471146137414,0.5031590792677655,0.1944756309670447,1.3239226880674098,0.042111423245337745
2023-07-16,0.0,0.08745929569361477,-0.002691812120991056,0.042111423245337745,-1.1657515915057381,0.09015110781460593,-0.3554705152018503,0.1853239659104619
2023-07-17,-0.01558469881350901,0.19385280503674093,-0.01558469881350901,0.1853239659104619,0.4855078157817008,0.20943750385024992,0.03184060585565884,-0.07328476521137565
2023-07-18,0.0,0.019088556892016887,-0.07790367909031651,-0.07328476521137565,0.19365312280350452,0.09699223598233347,0.066480938490676,7.99972805955936
2023-07-19,-0.0046189138789409865,8.01740169492539,-0.009259328843650048,7.99972805955936,7.947629613704231,8.026661023769039,7.959436126291219,-0.0075279244454465035
2023-07-20,-3.0415659013974195e-06,0.024006258878450364,-7.959090366945121,-0.0075279244454465035,-0.11155761424838466,7.983096625823571,1.4964822161328855,-0.02576127228523333
2023-07-21,0.0,0.02514613930063743,-0.02576127228523333,-0.02576127228523333,-0.01884543237151808,0.05090741158587076,0.8396767974656579,-0.009943446291391683
2023-07-22,0.0,0.012611221418663896,-0.013675393834160622,-0.009943446291391683,-0.14954777527139634,0.02628661525282458,0.309619998530175,0.021512219216637225
2023-07-23,1.9344173802270722e-05,0.03315641678826302,-0.007658533044170278,0.021512219216637225,-0.30150818957703795,0.0408149498324332,-0.23285309823794134,-0.06619972030298553
2023-07-24,9.513383376051947e-06,0.001277656387703393,-0.0810477741313973,-0.06619972030298553,0.3297944605846262,0.08232543051910055,-0.05005849873481758,-0.0005387644787372543
2023-07-25,1.0164476833981516e-05,0.002334912245104891,-0.027016289744535515,-0.0005387644787372543,-0.4410437564533571,0.029351201989640613,-0.43512597263168906,0.025729449909773924
2023-07-26,0.0,0.029613261078586705,-0.014918766009978084,0.025729449909773924,0.3833289506413929,0.04453202708856465,0.05579746718322501,-0.02405582097018263
